"lnm_rate","treated","state","year"
-7.64832305908203,0,"Maine",1932
-10.9686651229858,1,"Maine",1933
-7.70236015319824,0,"Maine",1933
-11.416615486145,1,"Maine",1934
-7.90341329574585,0,"Maine",1934
-11.3173360824585,1,"Maine",1935
-7.9194769859314,0,"Maine",1935
-11.6800546646118,1,"Maine",1936
-7.799964427948,0,"Maine",1936
-12.0225343704224,1,"Maine",1937
-7.97249031066895,0,"Maine",1937
-8.07342338562012,0,"Maine",1938
-12.5452680587769,1,"Maine",1939
-8.00552558898926,0,"Maine",1939
-11.8580226898193,1,"Maine",1940
-8.11639213562012,0,"Maine",1940
-13.6575994491577,1,"Maine",1941
-8.12026500701904,0,"Maine",1941
-11.8735971450806,1,"Maine",1942
-8.11239719390869,0,"Maine",1942
-12.2867593765259,1,"Maine",1943
-8.05628299713135,0,"Maine",1943
-11.4750890731812,1,"Maryland",1925
-6.70599508285522,0,"Maryland",1925
-11.2148914337158,1,"Maryland",1926
-6.76387214660645,0,"Maryland",1926
-11.3806419372559,1,"Maryland",1927
-6.87836599349976,0,"Maryland",1927
-11.7975730895996,1,"Maryland",1928
-6.84233331680298,0,"Maryland",1928
-10.7384691238403,1,"Maryland",1929
-6.86548376083374,0,"Maryland",1929
-10.7215070724487,1,"Maryland",1930
-6.9142279624939,0,"Maryland",1930
-10.8825998306274,1,"Maryland",1931
-6.94951057434082,0,"Maryland",1931
-10.8622808456421,1,"Maryland",1932
-7.01080417633057,0,"Maryland",1932
-10.6757545471191,1,"Maryland",1933
-7.11675024032593,0,"Maryland",1933
-11.0923938751221,1,"Maryland",1934
-7.15680408477783,0,"Maryland",1934
-10.9942445755005,1,"Maryland",1935
-7.14409685134888,0,"Maryland",1935
-11.88756275177,1,"Maryland",1936
-7.10984086990356,0,"Maryland",1936
-11.7442235946655,1,"Maryland",1937
-7.13548803329468,0,"Maryland",1937
-12.1967515945435,1,"Maryland",1938
-7.20783185958862,0,"Maryland",1938
-12.7951211929321,1,"Maryland",1939
-7.24138641357422,0,"Maryland",1939
-12.2178058624268,1,"Maryland",1940
-7.14193773269653,0,"Maryland",1940
-13.3446636199951,1,"Maryland",1941
-7.26855134963989,0,"Maryland",1941
-13.3721323013306,1,"Maryland",1942
-7.29219961166382,0,"Maryland",1942
-13.3988676071167,1,"Maryland",1943
-7.34521102905273,0,"Maryland",1943
-10.460880279541,1,"Massachusetts",1925
-7.07095336914062,0,"Massachusetts",1925
-10.3959159851074,1,"Massachusetts",1926
-7.06285429000854,0,"Massachusetts",1926
-10.2571601867676,1,"Massachusetts",1927
-7.16236257553101,0,"Massachusetts",1927
-10.7216768264771,1,"Massachusetts",1928
-7.20140886306763,0,"Massachusetts",1928
-10.9762802124023,1,"Massachusetts",1929
-7.27258062362671,0,"Massachusetts",1929
-10.6773710250854,1,"Massachusetts",1930
-7.35211515426636,0,"Massachusetts",1930
-10.6004772186279,1,"Massachusetts",1931
-7.42046022415161,0,"Massachusetts",1931
-10.2548570632935,1,"Massachusetts",1932
-7.52526235580444,0,"Massachusetts",1932
-10.5665845870972,1,"Massachusetts",1933
-7.53645086288452,0,"Massachusetts",1933
-10.9248304367065,1,"Massachusetts",1934
-7.61514043807983,0,"Massachusetts",1934
-11.1430692672729,1,"Massachusetts",1935
-7.65836095809937,0,"Massachusetts",1935
-11.3799486160278,1,"Massachusetts",1936
-7.70184135437012,0,"Massachusetts",1936
-11.559760093689,1,"Massachusetts",1937
-7.71952104568481,0,"Massachusetts",1937
-11.9790554046631,1,"Massachusetts",1938
-7.8312292098999,0,"Massachusetts",1938
-12.4432373046875,1,"Massachusetts",1939
-7.86852645874023,0,"Massachusetts",1939
-12.2334842681885,1,"Massachusetts",1940
-7.88535928726196,0,"Massachusetts",1940
-12.801721572876,1,"Massachusetts",1941
-7.88295841217041,0,"Massachusetts",1941
-12.6561193466187,1,"Massachusetts",1942
-7.89945507049561,0,"Massachusetts",1942
-12.3079204559326,1,"Massachusetts",1943
-7.79816007614136,0,"Massachusetts",1943
-9.88841342926025,1,"Michigan",1925
-7.30931949615479,0,"Michigan",1925
-9.79784393310547,1,"Michigan",1926
-7.26702499389648,0,"Michigan",1926
-10.1526107788086,1,"Michigan",1927
-7.32715845108032,0,"Michigan",1927
-10.112096786499,1,"Michigan",1928
-7.2918643951416,0,"Michigan",1928
-10.3577289581299,1,"Michigan",1929
-7.30972051620483,0,"Michigan",1929
-10.4802503585815,1,"Michigan",1930
-7.40198993682861,0,"Michigan",1930
-10.5651321411133,1,"Michigan",1931
-7.49523544311523,0,"Michigan",1931
-10.6562614440918,1,"Michigan",1932
-7.58660554885864,0,"Michigan",1932
-10.3062295913696,1,"Michigan",1933
-7.64715051651001,0,"Michigan",1933
-10.222508430481,1,"Michigan",1934
-7.71900272369385,0,"Michigan",1934
-10.7433958053589,1,"Michigan",1935
-7.80525350570679,0,"Michigan",1935
-10.6979732513428,1,"Michigan",1936
-7.78846168518066,0,"Michigan",1936
-10.4537878036499,1,"Michigan",1937
-7.78384208679199,0,"Michigan",1937
-10.9816942214966,1,"Michigan",1938
-7.90994834899902,0,"Michigan",1938
-11.292610168457,1,"Michigan",1939
-7.91528511047363,0,"Michigan",1939
-11.7613286972046,1,"Michigan",1940
-7.99842882156372,0,"Michigan",1940
-12.0301685333252,1,"Michigan",1941
-8.0245418548584,0,"Michigan",1941
-12.3384227752686,1,"Michigan",1942
-7.97161531448364,0,"Michigan",1942
-12.9716844558716,1,"Michigan",1943
-8.00508117675781,0,"Michigan",1943
-9.69808769226074,1,"Minnesota",1925
-7.36122894287109,0,"Minnesota",1925
-9.69864845275879,1,"Minnesota",1926
-7.30910634994507,0,"Minnesota",1926
-10.2588167190552,1,"Minnesota",1927
-7.39856576919556,0,"Minnesota",1927
-10.6488265991211,1,"Minnesota",1928
-7.46661520004272,0,"Minnesota",1928
-10.5912570953369,1,"Minnesota",1929
-7.48331308364868,0,"Minnesota",1929
-11.1194744110107,1,"Minnesota",1930
-7.62456321716309,0,"Minnesota",1930
-11.5878734588623,1,"Minnesota",1931
-7.79332113265991,0,"Minnesota",1931
-11.0611438751221,1,"Minnesota",1932
-7.82007741928101,0,"Minnesota",1932
-11.1458425521851,1,"Minnesota",1933
-7.88068532943726,0,"Minnesota",1933
-11.3908681869507,1,"Minnesota",1934
-7.96011161804199,0,"Minnesota",1934
-10.4439191818237,1,"Minnesota",1935
-7.94101333618164,0,"Minnesota",1935
-10.099588394165,1,"Minnesota",1936
-7.93285369873047,0,"Minnesota",1936
-11.0563373565674,1,"Minnesota",1937
-8.00299453735352,0,"Minnesota",1937
-11.6070098876953,1,"Minnesota",1938
-8.11902332305908,0,"Minnesota",1938
-12.0615758895874,1,"Minnesota",1939
-8.13836574554443,0,"Minnesota",1939
-12.1343259811401,1,"Minnesota",1940
-8.21433448791504,0,"Minnesota",1940
-12.6519393920898,1,"Minnesota",1941
-8.22909069061279,0,"Minnesota",1941
-12.6586818695068,1,"Minnesota",1942
-8.31632041931152,0,"Minnesota",1942
-12.5600185394287,1,"Minnesota",1943
-8.28474140167236,0,"Minnesota",1943
-12.0595846176147,1,"Mississippi",1925
-6.89324140548706,0,"Mississippi",1925
-12.6771898269653,1,"Mississippi",1926
-6.88773965835571,0,"Mississippi",1926
-11.6470756530762,1,"Mississippi",1927
-6.96548938751221,0,"Mississippi",1927
-11.7834510803223,1,"Mississippi",1928
-6.94981861114502,0,"Mississippi",1928
-12.305365562439,1,"Mississippi",1929
-7.06420612335205,0,"Mississippi",1929
-11.5691175460815,1,"Mississippi",1930
-7.02414417266846,0,"Mississippi",1930
-11.9572257995605,1,"Mississippi",1931
-7.09384202957153,0,"Mississippi",1931
-12.0458135604858,1,"Mississippi",1932
-7.22553253173828,0,"Mississippi",1932
-12.0542869567871,1,"Mississippi",1933
-7.31080484390259,0,"Mississippi",1933
-11.7143821716309,1,"Mississippi",1934
-7.42553520202637,0,"Mississippi",1934
-11.9909772872925,1,"Mississippi",1935
-7.49545049667358,0,"Mississippi",1935
-12.7724304199219,1,"Mississippi",1936
-7.41505813598633,0,"Mississippi",1936
-12.9629468917847,1,"Mississippi",1937
-7.4123158454895,0,"Mississippi",1937
-12.5010719299316,1,"Mississippi",1938
-7.52433824539185,0,"Mississippi",1938
-14.5885763168335,1,"Mississippi",1939
-7.60571384429932,0,"Mississippi",1939
-13.9034280776978,1,"Mississippi",1940
-7.626784324646,0,"Mississippi",1940
-13.210057258606,1,"Mississippi",1941
-7.66683483123779,0,"Mississippi",1941
-12.804368019104,1,"Mississippi",1942
-7.58221244812012,0,"Mississippi",1942
-12.6499938964844,1,"Mississippi",1943
-7.78136157989502,0,"Mississippi",1943
-10.5971326828003,1,"Missouri",1927
-7.15340709686279,0,"Missouri",1927
-10.6147384643555,1,"Missouri",1928
-7.10965871810913,0,"Missouri",1928
-10.5765523910522,1,"Missouri",1929
-7.18628454208374,0,"Missouri",1929
-10.7870807647705,1,"Missouri",1930
-7.25329685211182,0,"Missouri",1930
-9.83583927154541,1,"Missouri",1931
-7.22388553619385,0,"Missouri",1931
-10.333966255188,1,"Missouri",1932
-7.31497764587402,0,"Missouri",1932
-10.4168434143066,1,"Missouri",1933
-7.3853931427002,0,"Missouri",1933
-10.5997514724731,1,"Missouri",1934
-7.42033958435059,0,"Missouri",1934
-10.9360828399658,1,"Missouri",1935
-7.42997980117798,0,"Missouri",1935
-10.641282081604,1,"Missouri",1936
-7.38708209991455,0,"Missouri",1936
-10.3218965530396,1,"Missouri",1937
-7.47161340713501,0,"Missouri",1937
-11.0606899261475,1,"Missouri",1938
-7.5802321434021,0,"Missouri",1938
-11.645848274231,1,"Missouri",1939
-7.6647515296936,0,"Missouri",1939
-12.1507358551025,1,"Missouri",1940
-7.70632123947144,0,"Missouri",1940
-12.2605772018433,1,"Missouri",1941
-7.66826725006104,0,"Missouri",1941
-12.670503616333,1,"Missouri",1942
-7.79530668258667,0,"Missouri",1942
-12.164119720459,1,"Missouri",1943
-7.74588203430176,0,"Missouri",1943
-10.1607980728149,1,"Montana",1925
-7.22390604019165,0,"Montana",1925
-9.98436546325684,1,"Montana",1926
-7.27099609375,0,"Montana",1926
-9.73542213439941,1,"Montana",1927
-7.27957916259766,0,"Montana",1927
-10.8964853286743,1,"Montana",1928
-7.32133436203003,0,"Montana",1928
-10.424388885498,1,"Montana",1929
-7.32768106460571,0,"Montana",1929
-10.4868307113647,1,"Montana",1930
-7.34555625915527,0,"Montana",1930
-10.8010416030884,1,"Montana",1931
-7.40287971496582,0,"Montana",1931
-11.2570667266846,1,"Montana",1932
-7.47612905502319,0,"Montana",1932
-10.7220935821533,1,"Montana",1933
-7.56509351730347,0,"Montana",1933
-10.8131122589111,1,"Montana",1934
-7.6312780380249,0,"Montana",1934
-10.1239566802979,1,"Montana",1935
-7.66592311859131,0,"Montana",1935
-9.43478488922119,1,"Montana",1936
-7.82081174850464,0,"Montana",1936
-10.7380275726318,1,"Montana",1937
-7.73813724517822,0,"Montana",1937
-11.0296535491943,1,"Montana",1938
-7.74208164215088,0,"Montana",1938
-11.1513652801514,1,"Montana",1939
-7.71737813949585,0,"Montana",1939
-11.2888097763062,1,"Montana",1940
-7.81861972808838,0,"Montana",1940
-11.0431222915649,1,"Montana",1941
-7.87437105178833,0,"Montana",1941
-12.1473302841187,1,"Montana",1942
-7.94263744354248,0,"Montana",1942
-12.1528940200806,1,"Montana",1943
-7.92363023757935,0,"Montana",1943
-10.6102924346924,1,"Nebraska",1925
-8.0064811706543,0,"Nebraska",1925
-10.8168964385986,1,"Nebraska",1926
-8.01017475128174,0,"Nebraska",1926
-11.2854175567627,1,"Nebraska",1927
-8.10981750488281,0,"Nebraska",1927
-10.4109210968018,1,"Nebraska",1928
-8.24117088317871,0,"Nebraska",1928
-10.1790781021118,1,"Nebraska",1929
-8.06189632415771,0,"Nebraska",1929
-10.639609336853,1,"Nebraska",1930
-8.25838088989258,0,"Nebraska",1930
-11.1358652114868,1,"Nebraska",1931
-8.24827575683594,0,"Nebraska",1931
-10.8689622879028,1,"Nebraska",1932
-8.49584674835205,0,"Nebraska",1932
-10.8644018173218,1,"Nebraska",1933
-8.4054708480835,0,"Nebraska",1933
-10.8220806121826,1,"Nebraska",1934
-8.40088939666748,0,"Nebraska",1934
-10.3521146774292,1,"Nebraska",1935
-8.34812355041504,0,"Nebraska",1935
-9.94980907440186,1,"Nebraska",1936
-8.58723068237305,0,"Nebraska",1936
-10.5205278396606,1,"Nebraska",1937
-8.53189277648926,0,"Nebraska",1937
-11.3913297653198,1,"Nebraska",1938
-8.67884540557861,0,"Nebraska",1938
-11.2614784240723,1,"Nebraska",1939
-8.70561981201172,0,"Nebraska",1939
-11.6920862197876,1,"Nebraska",1940
-8.67833518981934,0,"Nebraska",1940
-12.2989568710327,1,"Nebraska",1941
-8.74838161468506,0,"Nebraska",1941
-12.7051563262939,1,"Nebraska",1942
-8.89849376678467,0,"Nebraska",1942
-12.0127429962158,1,"Nebraska",1943
-8.75464725494385,0,"Nebraska",1943
-10.7109994888306,1,"Nevada",1929
-6.93823862075806,0,"Nevada",1929
-10.3206396102905,1,"Nevada",1930
-6.9419150352478,0,"Nevada",1930
-11.4401063919067,1,"Nevada",1931
-6.82498598098755,0,"Nevada",1931
-10.7673873901367,1,"Nevada",1932
-6.91724014282227,0,"Nevada",1932
-10.7874069213867,1,"Nevada",1933
-7.0032172203064,0,"Nevada",1933
-7.0115442276001,0,"Nevada",1934
-11.5194292068481,1,"Nevada",1935
-6.84660053253174,0,"Nevada",1935
-9.45887279510498,1,"Nevada",1936
-7.06097745895386,0,"Nevada",1936
-10.8637027740479,1,"Nevada",1937
-7.00297260284424,0,"Nevada",1937
-7.20559930801392,0,"Nevada",1938
-11.5929203033447,1,"Nevada",1939
-7.51538228988647,0,"Nevada",1939
-7.2410306930542,0,"Nevada",1940
-7.5603461265564,0,"Nevada",1941
-11.0038833618164,1,"Nevada",1942
-7.31500387191772,0,"Nevada",1942
-7.24901390075684,0,"Nevada",1943
-10.3182163238525,1,"New Hampshire",1925
-7.3325343132019,0,"New Hampshire",1925
-9.62994766235352,1,"New Hampshire",1926
-7.265953540802,0,"New Hampshire",1926
-10.0402669906616,1,"New Hampshire",1927
-7.35241937637329,0,"New Hampshire",1927
-10.0450973510742,1,"New Hampshire",1928
-7.31398248672485,0,"New Hampshire",1928
-11.0997276306152,1,"New Hampshire",1929
-7.57757759094238,0,"New Hampshire",1929
-10.5655155181885,1,"New Hampshire",1930
-7.58236217498779,0,"New Hampshire",1930
-13.0560445785522,1,"New Hampshire",1931
-7.55071258544922,0,"New Hampshire",1931
-10.6637392044067,1,"New Hampshire",1932
-7.71452713012695,0,"New Hampshire",1932
-10.233980178833,1,"New Hampshire",1933
-7.88541030883789,0,"New Hampshire",1933
-10.3001337051392,1,"New Hampshire",1934
-7.95472860336304,0,"New Hampshire",1934
-11.6919260025024,1,"New Hampshire",1935
-7.97835397720337,0,"New Hampshire",1935
-10.7811031341553,1,"New Hampshire",1936
-7.94202470779419,0,"New Hampshire",1936
-11.2973670959473,1,"New Hampshire",1937
-8.12628173828125,0,"New Hampshire",1937
-11.4850978851318,1,"New Hampshire",1938
-8.09732341766357,0,"New Hampshire",1938
-13.0999155044556,1,"New Hampshire",1939
-8.16544151306152,0,"New Hampshire",1939
-11.7189712524414,1,"New Hampshire",1940
-8.46087551116943,0,"New Hampshire",1940
-12.4205703735352,1,"New Hampshire",1941
-8.16495800018311,0,"New Hampshire",1941
-11.7358045578003,1,"New Hampshire",1942
-8.49712562561035,0,"New Hampshire",1942
-13.1304092407227,1,"New Hampshire",1943
-8.22513484954834,0,"New Hampshire",1943
-10.8913679122925,1,"New Jersey",1925
-7.12670230865479,0,"New Jersey",1925
-10.7136478424072,1,"New Jersey",1926
-7.08476448059082,0,"New Jersey",1926
-10.5489778518677,1,"New Jersey",1927
-7.20672273635864,0,"New Jersey",1927
-10.9928903579712,1,"New Jersey",1928
-7.22990274429321,0,"New Jersey",1928
-11.3397846221924,1,"New Jersey",1929
-7.23661422729492,0,"New Jersey",1929
-11.0849514007568,1,"New Jersey",1930
-7.28982448577881,0,"New Jersey",1930
-10.7842044830322,1,"New Jersey",1931
-7.33308410644531,0,"New Jersey",1931
-10.9274892807007,1,"New Jersey",1932
-7.38078927993774,0,"New Jersey",1932
-11.1604251861572,1,"New Jersey",1933
-7.46338891983032,0,"New Jersey",1933
-11.0806436538696,1,"New Jersey",1934
-7.52031946182251,0,"New Jersey",1934
-11.9685840606689,1,"New Jersey",1935
-7.55718517303467,0,"New Jersey",1935
-11.7330665588379,1,"New Jersey",1936
-7.5614800453186,0,"New Jersey",1936
-12.5244092941284,1,"New Jersey",1937
-7.6068639755249,0,"New Jersey",1937
-12.8374404907227,1,"New Jersey",1938
-7.68152523040771,0,"New Jersey",1938
-12.2424726486206,1,"New Jersey",1939
-7.7471170425415,0,"New Jersey",1939
-12.3506937026978,1,"New Jersey",1940
-7.75277185440063,0,"New Jersey",1940
-13.0598211288452,1,"New Jersey",1941
-7.73302459716797,0,"New Jersey",1941
-13.07555103302,1,"New Jersey",1942
-7.73268508911133,0,"New Jersey",1942
-12.6492033004761,1,"New Jersey",1943
-7.7219500541687,0,"New Jersey",1943
-11.5545959472656,1,"New Mexico",1929
-6.19330358505249,0,"New Mexico",1929
-11.5695819854736,1,"New Mexico",1930
-6.27502202987671,0,"New Mexico",1930
-10.7839603424072,1,"New Mexico",1931
-6.5134859085083,0,"New Mexico",1931
-10.2332792282104,1,"New Mexico",1932
-6.58424615859985,0,"New Mexico",1932
-10.4650077819824,1,"New Mexico",1933
-6.71098899841309,0,"New Mexico",1933
-10.4144220352173,1,"New Mexico",1934
-6.72732973098755,0,"New Mexico",1934
-11.2847013473511,1,"New Mexico",1935
-6.84009122848511,0,"New Mexico",1935
-10.1031942367554,1,"New Mexico",1936
-6.85475921630859,0,"New Mexico",1936
-11.1749877929688,1,"New Mexico",1937
-6.84237623214722,0,"New Mexico",1937
-11.7561025619507,1,"New Mexico",1938
-6.9561882019043,0,"New Mexico",1938
-12.0648317337036,1,"New Mexico",1939
-7.10665988922119,0,"New Mexico",1939
-12.0854444503784,1,"New Mexico",1940
-7.1900954246521,0,"New Mexico",1940
-13.2117557525635,1,"New Mexico",1941
-7.35096979141235,0,"New Mexico",1941
-13.2387084960938,1,"New Mexico",1942
-7.52497577667236,0,"New Mexico",1942
-12.1663417816162,1,"New Mexico",1943
-7.39848566055298,0,"New Mexico",1943
-11.0044221878052,1,"New York",1925
-7.01854562759399,0,"New York",1925
-10.9773740768433,1,"New York",1926
-7.05016708374023,0,"New York",1926
-10.9052619934082,1,"New York",1927
-7.1398229598999,0,"New York",1927
-11.0761919021606,1,"New York",1928
-7.13667774200439,0,"New York",1928
-11.1048583984375,1,"New York",1929
-7.18790149688721,0,"New York",1929
-11.3994998931885,1,"New York",1930
-7.23818206787109,0,"New York",1930
-10.912896156311,1,"New York",1931
-7.29370546340942,0,"New York",1931
-10.4596843719482,1,"New York",1932
-7.36603736877441,0,"New York",1932
-10.9847784042358,1,"New York",1933
-7.39389657974243,0,"New York",1933
-11.2824306488037,1,"New York",1934
-7.44054079055786,0,"New York",1934
-11.1255464553833,1,"New York",1935
-7.46895313262939,0,"New York",1935
-11.174919128418,1,"New York",1936
-7.44282913208008,0,"New York",1936
-11.8116550445557,1,"New York",1937
-7.49825668334961,0,"New York",1937
-12.2444610595703,1,"New York",1938
-7.61414098739624,0,"New York",1938
-12.4979982376099,1,"New York",1939
-7.63339138031006,0,"New York",1939
-12.7530927658081,1,"New York",1940
-7.67535781860352,0,"New York",1940
-12.9002666473389,1,"New York",1941
-7.69965934753418,0,"New York",1941
-13.258448600769,1,"New York",1942
-7.72505903244019,0,"New York",1942
-12.8909320831299,1,"New York",1943
-7.6924352645874,0,"New York",1943
-11.4667768478394,1,"North Carolina",1925
-6.93274450302124,0,"North Carolina",1925
-11.3337354660034,1,"North Carolina",1926
-6.95385408401489,0,"North Carolina",1926
-11.3833961486816,1,"North Carolina",1927
-7.05498743057251,0,"North Carolina",1927
-11.2164392471313,1,"North Carolina",1928
-7.12412929534912,0,"North Carolina",1928
-10.942530632019,1,"North Carolina",1929
-7.07284545898438,0,"North Carolina",1929
-11.1851396560669,1,"North Carolina",1930
-7.15009450912476,0,"North Carolina",1930
-10.8199310302734,1,"North Carolina",1931
-7.21706914901733,0,"North Carolina",1931
-11.4618492126465,1,"North Carolina",1932
-7.28114748001099,0,"North Carolina",1932
-11.0854949951172,1,"North Carolina",1933
-7.33929109573364,0,"North Carolina",1933
-11.3431797027588,1,"North Carolina",1934
-7.32980394363403,0,"North Carolina",1934
-11.9248371124268,1,"North Carolina",1935
-7.44698333740234,0,"North Carolina",1935
-11.9804124832153,1,"North Carolina",1936
-7.37905883789062,0,"North Carolina",1936
-12.0381765365601,1,"North Carolina",1937
-7.47174739837646,0,"North Carolina",1937
-11.9517612457275,1,"North Carolina",1938
-7.50964450836182,0,"North Carolina",1938
-12.5667123794556,1,"North Carolina",1939
-7.55385780334473,0,"North Carolina",1939
-12.757773399353,1,"North Carolina",1940
-7.57655143737793,0,"North Carolina",1940
-12.5922861099243,1,"North Carolina",1941
-7.71772527694702,0,"North Carolina",1941
-13.014307975769,1,"North Carolina",1942
-7.80755758285522,0,"North Carolina",1942
-12.6251287460327,1,"North Carolina",1943
-7.89112615585327,0,"North Carolina",1943
-9.53462314605713,1,"North Dakota",1925
-7.64377307891846,0,"North Dakota",1925
-9.23654174804688,1,"North Dakota",1926
-7.72734880447388,0,"North Dakota",1926
-10.1971311569214,1,"North Dakota",1927
-7.66661405563354,0,"North Dakota",1927
-10.0537643432617,1,"North Dakota",1928
-7.74088764190674,0,"North Dakota",1928
-10.4816484451294,1,"North Dakota",1929
-7.97076654434204,0,"North Dakota",1929
-11.1285047531128,1,"North Dakota",1930
-7.9630298614502,0,"North Dakota",1930
-10.5921449661255,1,"North Dakota",1931
-8.17833423614502,0,"North Dakota",1931
-11.8101558685303,1,"North Dakota",1932
-8.12127685546875,0,"North Dakota",1932
-11.0159015655518,1,"North Dakota",1933
-8.28389739990234,0,"North Dakota",1933
-10.8430156707764,1,"North Dakota",1934
-8.26630115509033,0,"North Dakota",1934
-10.000901222229,1,"North Dakota",1935
-8.23161506652832,0,"North Dakota",1935
-9.89969062805176,1,"North Dakota",1936
-8.23141288757324,0,"North Dakota",1936
-11.1930389404297,1,"North Dakota",1937
-8.20287704467773,0,"North Dakota",1937
-10.5510787963867,1,"North Dakota",1938
-8.44264984130859,0,"North Dakota",1938
-11.2988433837891,1,"North Dakota",1939
-8.42245864868164,0,"North Dakota",1939
